,R_fighter,B_fighter,B_avg_KD,B_avg_opp_KD,B_avg_SIG_STR_pct,B_avg_opp_SIG_STR_pct,B_avg_TD_pct,B_avg_opp_TD_pct,B_avg_SUB_ATT,B_avg_opp_SUB_ATT,B_avg_REV,B_avg_opp_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_avg_TD_att,B_avg_TD_landed,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_BODY_att,B_avg_BODY_landed,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_LEG_att,B_avg_LEG_landed,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_avg_KD,R_avg_opp_KD,R_avg_SIG_STR_pct,R_avg_opp_SIG_STR_pct,R_avg_TD_pct,R_avg_opp_TD_pct,R_avg_SUB_ATT,R_avg_opp_SUB_ATT,R_avg_REV,R_avg_opp_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_avg_TD_att,R_avg_TD_landed,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_BODY_att,R_avg_BODY_landed,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_LEG_att,R_avg_LEG_landed,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_CTRL_time(seconds),R_avg_opp_CTRL_time(seconds),R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,R_Stance_nan,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_nan,Winner_Blue,Winner_Draw,Winner_Red
395,Dustin Poirier,Dan Hooker,0.457275390625,0.0625,0.518504638671875,0.41239990234375,0.1053173828125,0.008631591796875,0.0400390625,0.0081787109375,0.002197265625,0.0078125,183.02685546875,94.9019775390625,163.5430908203125,74.0670166015625,193.05810546875,103.9158935546875,170.6346435546875,79.112548828125,2.84130859375,0.51611328125,1.4488525390625,0.0252685546875,137.58544921875,59.209228515625,121.91748046875,42.449462890625,12.25439453125,7.743408203125,18.8367919921875,13.6719970703125,33.18701171875,27.9493408203125,22.788818359375,17.945556640625,173.8868408203125,87.7142333984375,156.762451171875,70.9400634765625,2.3936767578125,1.196044921875,6.769775390625,3.1170654296875,6.746337890625,5.99169921875,0.0108642578125,0.0098876953125,192.9150390625,15.201171875,1057.19873046875,32,0,1,0,4,10,4,0,0,1,1,6,2,0,182.88,190.5,155.0,0.1304931640625,0.0040283203125,0.3850612258911133,0.4730789995193482,0.06455841779708862,0.471431097984314,0.7818369865417479,1.5244970321655271,0.007816553115844727,0.0625,158.47787094116208,71.86966514587401,159.81884765625,69.12632775306703,172.1490671634674,85.30560493469237,186.66426253318787,93.55762791633606,2.531491994857788,0.4341304302215576,4.516268968582153,3.554741382598877,139.1328718662262,58.31850504875183,135.74268817901608,49.7888548374176,12.361480712890625,7.6666553020477295,17.24415922164917,13.501603841781616,6.983518362045287,5.884504795074463,6.832000255584718,5.835869073867798,150.48102736473083,65.72783493995668,144.56532859802246,57.323363542556756,6.988865613937378,5.446595668792725,7.606291055679321,5.409696102142334,1.0079779624938965,0.6952345371246338,7.647228002548218,6.39326810836792,70.05106902122498,294.91106820106506,904.474482536316,53,2,4,0,4,17,6,0,1,0,5,8,3,0,175.26,182.88,155.0,30.0,31.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
402,Clay Guida,Bobby Green,0.0009765625,0.09375,0.487568359375,0.336123046875,0.610078125,0.425751953125,0.2509765625,0.5625,0.126953125,0.125,141.6875,71.005859375,135.5009765625,47.146484375,162.41796875,88.6708984375,142.466796875,53.8349609375,3.0361328125,1.4443359375,3.017578125,0.8828125,91.9130859375,34.4677734375,106.39453125,28.5390625,29.5576171875,20.6416015625,15.8779296875,8.5791015625,20.216796875,15.896484375,13.228515625,10.0283203125,119.830078125,53.1376953125,120.2783203125,38.654296875,12.0673828125,10.0869140625,11.0927734375,5.7724609375,9.7900390625,7.78125,4.1298828125,2.7197265625,204.9033203125,65.5771484375,887.9521484375,29,0,4,0,4,5,6,0,0,1,2,1,1,0,177.8,180.34,155.0,0.07910168170928955,0.01617717742919922,0.4012336676567793,0.3039074676483869,0.14319386191666125,0.0010691052675247193,0.004185304045677185,0.6366436332464218,3.0517578125e-05,1.1920928955078125e-07,66.52173849195242,26.032608948647976,57.23264157027006,20.442201927304264,79.70581968873739,37.953935101628296,60.289929457008846,23.20446801930666,1.0399477183818815,0.34776221960783005,0.022566676139831543,0.006602555513381958,54.80419752001762,17.047675222158432,51.69701024144888,16.616594776511192,6.247315131127834,4.057201527059078,3.551676794886589,2.3521914333105087,5.470225840806961,4.927732199430466,1.9839545339345928,1.4734157174825668,54.795658588409424,19.535218484699726,53.85447316616774,17.761534661054608,8.102740243077276,4.283470779657364,3.352673806250096,2.6564039587974553,3.623339660465717,2.2139196842908855,0.025494597852230072,0.024263307452201843,90.58106719702481,1.9620160162448883,323.7547257691622,71,0,1,0,4,15,13,0,0,3,6,2,4,0,170.18,177.8,155.0,33.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
417,Charles Rosa,Kevin Aguilar,0.125,1.25,0.33,0.625,0.25,0.0625,0.0,0.0,0.25,0.0,91.375,30.75,88.375,47.5,101.625,40.875,94.625,53.25,0.375,0.25,2.5,0.25,73.25,17.625,73.125,35.75,15.125,10.625,9.375,6.5,3.0,2.5,5.875,5.25,82.5,24.75,69.75,32.625,4.125,2.625,4.75,3.125,4.75,3.375,13.875,11.75,50.625,73.375,550.5,10,0,2,0,2,2,2,0,0,0,2,0,0,0,170.18,185.42,155.0,0.0,0.1875,0.5265625,0.69828125,0.0534375,0.8159375,0.328125,2.578125,0.046875,0.09375,59.609375,22.640625,69.109375,42.96875,65.5,27.8125,90.203125,60.671875,2.0,0.453125,2.25,1.9375,43.25,11.9375,55.09375,30.953125,5.84375,2.8125,11.03125,9.40625,10.515625,7.890625,2.984375,2.609375,56.421875,21.09375,34.125,13.828125,1.25,0.515625,2.828125,1.75,1.9375,1.03125,32.15625,27.390625,32.046875,436.09375,693.609375,19,0,0,1,1,3,4,0,0,0,1,0,2,0,175.26,175.26,145.0,31.0,33.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
440,Roosevelt Roberts,Brok Weaver,0.0,0.0,0.55,0.51,0.0,0.5,1.0,0.0,0.0,0.0,9.0,5.0,29.0,15.0,10.0,6.0,64.0,50.0,0.0,0.0,2.0,1.0,6.0,3.0,14.0,6.0,0.0,0.0,10.0,5.0,3.0,2.0,5.0,4.0,7.0,4.0,21.0,9.0,1.0,0.0,5.0,3.0,1.0,1.0,3.0,3.0,0.0,188.0,242.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,182.88,185.42,155.0,0.0,0.0,0.36125,0.4375,0.2275,0.435,0.125,0.25,0.0,0.25,85.75,30.375,62.625,30.0,108.25,51.25,87.625,52.375,1.25,0.75,5.75,2.375,76.375,22.875,40.5,13.875,5.5,3.875,12.75,8.25,3.875,3.625,9.375,7.875,79.5,25.75,46.25,16.5,3.125,2.25,5.375,4.75,3.125,2.375,11.0,8.75,165.75,299.375,823.75,10,0,2,0,2,3,1,0,0,0,2,0,1,0,187.96,185.42,155.0,28.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
458,Gabriel Benitez,Omar Morales,1.0,0.0,0.35,0.26,1.0,0.0,0.0,0.0,0.0,0.0,89.0,32.0,56.0,15.0,123.0,60.0,63.0,21.0,1.0,1.0,0.0,0.0,78.0,22.0,43.0,6.0,10.0,9.0,5.0,2.0,1.0,1.0,8.0,7.0,69.0,20.0,56.0,15.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,365.0,0.0,900.0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,180.34,185.42,145.0,0.28125,0.515625,0.383828125,0.528046875,0.25,0.073046875,0.078125,0.3125,0.0625,0.0,79.0546875,30.1015625,76.234375,26.125,81.4296875,32.2109375,80.7109375,29.5390625,0.25,0.25,2.2265625,0.7578125,63.28125,17.859375,67.03125,18.328125,8.3046875,5.1796875,4.96875,3.921875,7.46875,7.0625,4.234375,3.875,74.234375,27.40625,70.0703125,22.96875,0.375,0.1640625,2.1171875,0.90625,4.4453125,2.53125,4.046875,2.25,16.796875,37.09375,332.34375,17,0,2,0,2,5,3,0,0,0,2,1,2,0,172.72,180.34,155.0,34.0,31.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
461,Michael Johnson,Thiago Moises,0.0,0.5,0.4400000000000001,0.4275,0.165,0.2075,1.25,0.5,0.0,0.0,86.5,36.5,139.75,56.25,105.0,52.25,183.0,91.75,3.5,1.0,6.0,1.5,69.75,24.0,97.5,23.5,7.25,4.75,27.5,18.5,9.5,7.75,14.75,14.25,71.5,24.5,111.25,36.75,5.25,4.25,7.75,5.25,9.75,7.75,20.75,14.25,129.75,289.25,900.0,9,0,0,1,1,1,2,0,0,0,1,0,0,0,175.26,177.8,155.0,0.004193305969238281,0.25000762939453125,0.3869413566589356,0.3773353862762451,0.13272211074829102,0.16666865825653074,0.0078125,0.10164928436279297,0.06250238418579103,0.0,161.0200743675232,64.79323625564575,153.4364995956421,62.030706882476814,163.31870412826538,66.90133714675903,164.88567638397214,73.21374988555908,0.3629255294799805,0.14343500137329102,3.180737972259521,0.6720461845397949,122.770432472229,35.82889032363892,124.00025987625122,38.88485860824585,26.706854820251465,18.57459259033203,8.914778709411621,6.229624271392822,11.542787075042725,10.389753341674805,20.521461009979244,16.916224002838135,159.26652860641482,63.50565385818482,128.28480195999146,46.68059778213501,1.0591263771057131,0.7547955513000488,1.1489791870117188,0.6293168067932129,0.6944193840026855,0.5327868461608887,24.00271844863892,14.720792293548586,11.135887622833252,108.0635542869568,864.9305219650269,56,1,0,1,4,11,11,0,0,1,6,4,0,0,177.8,185.42,155.0,25.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
462,Alexander Hernandez,Drew Dober,0.77734375,0.0,0.51884033203125,0.531920166015625,0.06318359375,0.082315673828125,0.000244140625,0.19677734375,0.0,0.0390625,46.9864501953125,23.251953125,29.8011474609375,15.2791748046875,53.721435546875,28.973876953125,32.234619140625,17.57666015625,0.3612060546875,0.134765625,1.0599365234375,0.348876953125,39.1021728515625,17.7752685546875,22.72802734375,9.083984375,5.3824462890625,3.433837890625,4.7464599609375,4.0380859375,2.5018310546875,2.0428466796875,2.32666015625,2.1571044921875,35.3731689453125,12.408447265625,25.5452880859375,12.197998046875,3.1085205078125,2.7762451171875,2.2265625,1.5909423828125,8.5047607421875,8.0672607421875,2.029296875,1.490234375,44.1990966796875,46.6741943359375,218.04638671875,27,0,0,2,3,8,6,0,0,0,3,4,1,0,172.72,177.8,155.0,0.125,0.25,0.38625,0.48125,0.05,0.29125,0.0,0.125,0.125,0.0,83.5,30.625,71.875,35.375,92.375,38.375,75.875,39.375,2.25,0.5,1.0,0.5,49.375,13.125,53.625,22.25,30.375,15.0,16.25,11.25,3.75,2.5,2.0,1.875,71.5,22.5,60.5,26.625,8.875,6.375,7.25,5.125,3.125,1.75,4.125,3.625,69.5,36.625,698.5,9,0,2,0,2,3,1,0,0,0,2,1,0,0,175.26,182.88,155.0,31.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
470,Tony Ferguson,Justin Gaethje,0.875,0.03125,0.593125,0.380625,0.0,0.0259375,0.0,0.0,0.0,0.0,67.21875,40.125,75.8125,31.5625,67.875,40.75,76.625,32.21875,0.03125,0.0,0.46875,0.0625,48.4375,24.71875,62.40625,21.75,3.40625,2.0,9.90625,7.0625,15.375,13.40625,3.5,2.75,58.0,33.59375,72.78125,29.0625,7.5,5.375,2.84375,2.375,1.71875,1.15625,0.1875,0.125,17.875,2.0625,280.28125,12,0,1,0,3,4,2,0,0,0,0,4,0,0,180.34,177.8,155.0,0.008331298828125,0.2833251953125,0.532733154296875,0.3996115112304687,0.0061846923828125,0.575087890625,0.38653564453125,0.0009765625,0.0087890625,0.00146484375,193.54248046875,103.48663330078124,155.30914306640625,61.91885375976562,194.7554931640625,104.6407470703125,159.30526733398438,65.38128662109375,0.171173095703125,0.0064697265625,1.74114990234375,0.919921875,139.76187133789062,64.31912231445311,126.91488647460938,41.204986572265625,31.87994384765625,21.081268310546875,20.2451171875,13.3043212890625,21.900665283203125,18.08624267578125,8.149139404296875,7.4095458984375,186.26507568359372,98.58578491210938,147.92361450195312,57.23684692382813,3.1802978515625,1.86236572265625,1.744903564453125,0.6507568359375,4.09710693359375,3.038482666015625,5.640625,4.03125,2.844482421875,65.26275634765625,680.1625366210938,35,2,3,0,12,15,1,0,0,1,3,3,6,2,180.34,193.04,155.0,31.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
479,Renato Moicano,Damir Hadzovic,0.15625,0.03125,0.4559375000000001,0.3525,0.665,0.29875,0.0625,0.03125,0.0,0.0,80.96875,37.40625,114.71875,38.375,100.625,52.5,135.625,53.78125,1.28125,1.0,7.5625,3.6875,67.0,28.96875,95.46875,24.0,11.0625,5.53125,13.125,8.375,2.90625,2.90625,6.125,6.0,61.5,24.09375,100.78125,32.0625,4.5625,3.96875,6.0,3.375,14.90625,9.34375,7.9375,2.9375,101.3125,221.90625,750.46875,15,0,0,1,2,3,3,0,0,1,0,2,0,0,175.26,177.8,155.0,0.125,0.5,0.221328125,0.56234375,0.10390625,0.002890625,0.1328125,0.03125,0.0,0.0,45.0625,20.59375,49.484375,22.953125,46.125,21.640625,50.7734375,24.2421875,0.40625,0.2265625,0.265625,0.0234375,34.9296875,13.625,40.90625,17.0234375,3.6875,1.9921875,4.28125,2.8203125,6.4453125,4.9765625,4.296875,3.109375,43.09375,19.3046875,38.5,14.6015625,0.390625,0.34375,1.9453125,1.828125,1.578125,0.9453125,9.0390625,6.5234375,13.15625,13.953125,252.546875,18,0,3,0,3,5,3,0,0,2,1,0,2,0,180.34,182.88,155.0,33.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
483,Kevin Lee,Charles Oliveira,0.7501223087310791,0.12500381469726562,0.5594542008638381,0.3954153496026993,0.2150864970684052,0.12701230764389038,0.5088319182395935,0.003054380416870117,0.2578129768371582,0.0068359375,32.66507738828659,19.23336958885193,31.424644470214844,12.361365735530851,34.48137652873993,21.038986384868625,33.3348519206047,13.892765164375305,0.860120952129364,0.282126784324646,1.0189952850341797,0.5023218989372253,20.798968613147732,11.449753940105438,24.84346652030945,8.738367080688478,8.270899355411531,4.5128944516181955,4.749247431755067,2.1976416707038884,3.595209419727325,3.2707211971282963,1.8319305181503296,1.4253569841384888,23.50079470872879,12.701085209846495,27.65680009126663,9.646366536617279,6.024925410747527,3.4323227405548096,2.1448037028312683,1.5801341533660889,3.139357268810272,3.0999616384506226,1.6230406761169434,1.1348650455474854,34.88267421722412,34.97668170928955,224.33487272262573,45,0,2,0,6,16,9,0,0,0,1,2,13,0,177.8,187.96,155.0,0.5,0.000518798828125,0.3768618774414062,0.35050720214843745,0.23167633056640624,0.1431805419921875,0.03289794921875,0.32440185546875,3.0517578125e-05,0.25,110.74102783203124,43.2640380859375,90.01519775390625,38.68997192382813,122.34750366210938,53.54190063476562,95.135009765625,43.79653930664063,5.49835205078125,2.273590087890625,3.211639404296875,1.001861572265625,99.57028198242188,35.67196655273437,74.70733642578125,26.42132568359375,9.57379150390625,5.9951171875,10.933441162109377,8.179534912109375,1.596954345703125,1.596954345703125,4.374420166015625,4.089111328125,94.63604736328124,31.049560546875,80.99874877929688,30.95654296875,3.729095458984375,1.944732666015625,5.261199951171875,4.738067626953125,12.375885009765625,10.269744873046877,3.7552490234375,2.995361328125,243.73092651367188,61.57696533203125,674.8125,41,1,0,1,5,11,5,0,0,1,3,2,4,1,175.26,195.58,170.0,30.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
484,Francisco Trinaldo,John Makdessi,0.13385009765625,0.109375,0.5329666137695312,0.3258056640625,0.0,0.020386962890625,0.0,6.103515625e-05,0.0,0.0,157.21023559570312,81.174560546875,138.15695190429688,46.4140625,162.09732055664062,85.045654296875,139.53744506835938,47.16943359375,0.0390625,0.0,1.333587646484375,0.128997802734375,94.88714599609376,41.52786254882813,103.493896484375,27.025665283203125,22.852203369140625,11.12701416015625,15.3123779296875,8.50469970703125,39.47088623046875,28.519683837890625,19.35067749023437,10.883697509765623,151.93045043945312,78.12530517578125,137.09274291992188,46.03286743164063,4.962799072265625,2.919342041015625,0.967529296875,0.285491943359375,0.316986083984375,0.129913330078125,0.0966796875,0.095703125,4.5665283203125,17.464874267578125,844.3488464355469,39,0,2,0,3,10,6,0,0,1,6,3,0,0,172.72,172.72,155.0,0.1259937286376953,0.06640625,0.3410918426513672,0.3697838211059569,0.3491905212402344,0.6040867424011229,0.5782012939453125,0.015766143798828125,0.1251220703125,0.003910064697265625,95.14335823059082,30.10677719116211,105.47062873840332,40.46862983703613,99.61018371582031,34.356653213500984,117.55867195129395,50.96331405639648,1.4054832458496094,0.73712158203125,1.9214630126953125,1.2408924102783203,75.25321578979492,18.521183013916016,71.08219528198242,20.836645126342773,15.091489791870115,7.977470397949219,25.04256820678711,13.015195846557615,4.798652648925781,3.608123779296875,9.345865249633787,6.616788864135742,85.51394081115724,25.300085067749023,98.16437149047852,35.19355010986328,8.574596405029299,3.97651481628418,2.688297271728516,1.696523666381836,1.0548210144042969,0.8301773071289062,4.617959976196289,3.578556060791016,57.93288993835449,130.1769981384277,847.9301700592041,50,0,1,0,7,14,6,0,0,1,7,3,2,1,175.26,177.8,155.0,34.0,41.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
489,Beneil Dariush,Drakkar Klose,0.0,0.0,0.54375,0.5190625,0.23312500000000005,0.3246875,0.0,0.75,0.0,0.03125,137.15625,76.65625,146.09375,77.75,178.71875,115.5,172.53125,100.03125,6.21875,1.40625,4.375,1.5,96.21875,40.71875,99.53125,41.09375,22.75,20.875,31.03125,24.71875,18.1875,15.0625,15.53125,11.9375,94.0,39.15625,121.59375,60.53125,27.59375,25.1875,18.625,13.59375,15.5625,12.3125,5.875,3.625,176.1875,171.71875,900.0,18,0,2,0,3,5,1,0,0,1,4,0,0,0,175.26,177.8,155.0,0.039093017578125,0.07818603515625,0.6332638549804688,0.4198287963867188,0.6635778808593751,0.0093035888671875,1.001068115234375,0.505401611328125,0.0,0.00048828125,42.797210693359375,25.62835693359375,27.772705078125,12.818084716796875,56.4034423828125,36.223968505859375,33.0797119140625,17.396453857421875,3.345916748046875,2.003662109375,0.48992919921875,0.041107177734375,30.803924560546875,15.10638427734375,21.603729248046875,7.150604248046875,7.63214111328125,6.62518310546875,4.8134765625,4.317657470703125,4.36114501953125,3.89678955078125,1.355499267578125,1.349822998046875,26.695556640625,13.51483154296875,22.648895263671875,8.174530029296875,6.018035888671875,4.56402587890625,4.841888427734375,4.377349853515625,10.0836181640625,7.54949951171875,0.28192138671875,0.266204833984375,211.5796813964844,22.98272705078125,367.9031066894531,33,0,1,0,5,11,5,0,0,1,4,1,5,0,177.8,182.88,155.0,31.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
495,Mark Madsen,Austin Hubbard,0.0,0.0,0.41,0.455,0.3,0.21,0.0,0.0,0.0,0.0,114.0,47.5,118.0,53.5,179.0,91.0,126.0,61.0,2.5,1.5,4.0,1.5,70.5,19.5,87.0,33.5,25.0,11.0,17.0,8.0,18.5,17.0,14.0,12.0,105.5,40.5,106.0,41.5,1.5,1.0,3.5,3.5,7.0,6.0,8.5,8.5,196.0,147.0,900.0,6,0,0,1,1,1,1,0,0,0,1,0,0,0,177.8,180.34,155.0,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,29.0,22.0,1.0,0.0,31.0,24.0,1.0,0.0,2.0,1.0,0.0,0.0,29.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,26.0,21.0,0.0,0.0,51.0,0.0,72.0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,172.72,182.88,155.0,28.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
513,Paul Felder,Dan Hooker,0.91455078125,0.125,0.48700927734375,0.35479980468750005,0.010634765625,0.01726318359375,0.080078125,0.016357421875,0.00439453125,0.015625,145.0537109375,67.803955078125,97.086181640625,38.134033203125,152.1162109375,74.831787109375,98.269287109375,39.22509765625,0.6826171875,0.0322265625,1.897705078125,0.050537109375,114.1708984375,46.41845703125,73.8349609375,20.89892578125,11.5087890625,5.48681640625,11.673583984375,8.343994140625,19.3740234375,15.898681640625,11.57763671875,8.89111328125,130.773681640625,55.428466796875,95.52490234375,36.880126953125,0.787353515625,0.39208984375,1.53955078125,1.234130859375,13.49267578125,11.9833984375,0.021728515625,0.019775390625,80.830078125,27.40234375,614.3974609375,27,0,1,0,4,9,4,0,0,0,1,6,2,0,182.88,190.5,155.0,0.047119140625,0.000244140625,0.42619384765625,0.513740234375,0.001220703125,0.29507080078125003,0.005859375,0.125,0.0,0.062744140625,128.28955078125,52.37548828125,104.2353515625,54.43212890625,143.760009765625,67.305908203125,117.081787109375,66.14697265625,1.141357421875,0.004150390625,2.162109375,0.90283203125,103.26025390625,34.16357421875,67.6337890625,24.4541015625,10.968994140625,8.208740234375,20.0205078125,15.665771484375,14.060302734375,10.003173828125,16.5810546875,14.312255859375,117.21630859375,44.497314453125,95.634521484375,48.020263671875,4.876220703125,3.693359375,5.299072265625,3.3681640625,6.197021484375,4.184814453125,3.3017578125,3.043701171875,107.072021484375,128.260498046875,846.080322265625,33,0,2,0,3,9,4,0,0,2,2,4,1,0,180.34,177.8,155.0,30.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
517,Brad Riddell,Magomed Mustafaev,0.625,0.0,0.69625,0.83375,0.0,0.275,0.25,0.5,0.0,0.0,23.0,14.5,15.5,10.25,28.5,19.625,31.5,25.5,0.875,0.0,2.625,2.0,16.625,9.5,10.125,5.625,4.875,3.5,3.5,2.875,1.5,1.5,1.875,1.75,14.25,7.375,7.0,3.5,4.375,2.75,4.25,3.0,4.375,4.375,4.25,3.75,28.25,135.25,263.0,6,0,2,0,2,3,1,0,0,0,0,2,0,1,172.72,180.34,155.0,0.0,0.0,0.59,0.37,1.0,0.2,0.0,1.0,1.0,1.0,153.0,91.0,95.0,36.0,167.0,104.0,100.0,41.0,1.0,1.0,15.0,3.0,129.0,70.0,83.0,25.0,16.0,14.0,4.0,4.0,8.0,7.0,8.0,7.0,121.0,63.0,93.0,35.0,3.0,3.0,0.0,0.0,29.0,25.0,2.0,1.0,179.0,203.0,900.0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,170.18,180.34,155.0,31.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
525,Lando Vannata,Yancy Medeiros,0.400634765625,1.0078125,0.220126953125,0.60564208984375,0.125,0.3298876953125,0.03515625,0.00439453125,0.640625,0.5,57.189453125,20.252685546875,80.722900390625,49.349609375,58.3994140625,21.259521484375,93.6240234375,61.199951171875,0.1484375,0.125,6.513671875,3.285400390625,49.4833984375,14.698486328125,62.225341796875,33.444580078125,6.333251953125,4.395263671875,15.164794921875,12.76806640625,1.372802734375,1.158935546875,3.332763671875,3.136962890625,50.821044921875,15.90771484375,44.357177734375,19.672119140625,3.55908203125,2.52587890625,9.29150390625,6.634521484375,2.809326171875,1.819091796875,27.07421875,23.04296875,19.3828125,295.825927734375,524.299560546875,23,0,0,3,3,6,7,0,0,1,0,2,3,0,177.8,190.5,155.0,0.296875,0.0,0.400390625,0.394296875,0.33125,0.3565625,0.40625,0.1484375,0.0,0.125,84.375,33.828125,91.15625,37.3515625,112.34375,54.484375,99.5703125,41.671875,1.8125,0.578125,4.703125,2.375,55.515625,15.2578125,57.6328125,18.8125,12.7265625,7.875,17.796875,7.78125,16.1328125,10.6953125,15.7265625,10.7578125,69.796875,26.734375,79.359375,29.4296875,4.609375,2.03125,5.296875,3.921875,9.96875,5.0625,6.5,4.0,65.9453125,176.46875,738.921875,19,0,0,1,1,2,6,0,0,0,0,1,1,0,175.26,180.34,155.0,32.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
